Exchange,Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
Nasdaq,YI,111: Inc.,9.5,75853272.5,7984555,2018,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/yi
Nasdaq,PIH,1347 Property Insurance Holdings: Inc.,5.1,30522306.6,n/a,2014,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/pih
Nasdaq,PIHPP,1347 Property Insurance Holdings: Inc.,25,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/pihpp
Nasdaq,TURN,180 Degree Capital Corp.,1.96,60998261.52,n/a,n/a,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/turn
Nasdaq,FLWS,1-800 FLOWERS.COM: Inc.,12.81,822124932.5,n/a,1999,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/flws
Nasdaq,FCCY,1st Constitution Bancorp (NJ),20.05,168506054.6,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fccy
Nasdaq,SRCE,1st Source Corporation,47.72,1239053474,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/srce
Nasdaq,VNET,21Vianet Group: Inc.,9.61,596364925.4,62056704,2011,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/vnet
Nasdaq,TWOU,2U: Inc.,57.84,3350243878,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/twou
Nasdaq,TPNL,3PEA International: Inc.,3.68,160708415.2,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/tpnl
Nasdaq,JOBS,51job: Inc.,64,2331914944,36436171,2004,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/jobs
Nasdaq,EGHT,8x8 Inc,18.97,1809191304,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/eght
Nasdaq,AAON,AAON: Inc.,38.06,1982718078,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aaon
Nasdaq,ABEO,Abeona Therapeutics Inc.,7.81,374446435.7,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abeo
Nasdaq,ABEOW,Abeona Therapeutics Inc.,4,0,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abeow
Nasdaq,ABIL,Ability Inc.,2.72,8988721.44,n/a,2014,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/abil
Nasdaq,ABMD,ABIOMED: Inc.,331.99,14952672569,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/abmd
Nasdaq,AXAS,Abraxas Petroleum Corporation,1.66,276564706.7,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/axas
Nasdaq,ACIU,AC Immune SA,11.33,763219277.7,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aciu
Nasdaq,ACIA,Acacia Communications: Inc.,41.39,1673945579,n/a,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/acia
Nasdaq,ACTG,Acacia Research Corporation,3.17,157356641.2,n/a,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/actg
Nasdaq,ACHC,Acadia Healthcare Company: Inc.,33.8,2983056687,n/a,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/achc
Nasdaq,ACAD,ACADIA Pharmaceuticals Inc.,20.13,2517750832,n/a,1985,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acad
Nasdaq,ACST,Acasti Pharma: Inc.,0.68,53127425.56,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acst
Nasdaq,AXDX,Accelerate Diagnostics: Inc.,13.96,756614452.3,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/axdx
Nasdaq,XLRN,Acceleron Pharma Inc.,52.96,2446240618,n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/xlrn
Nasdaq,ANCX,Access National Corporation,25.88,538237824.8,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ancx
Nasdaq,ARAY,Accuray Incorporated,4.06,351839640.6,n/a,2007,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/aray
Nasdaq,ACRX,AcelRx Pharmaceuticals: Inc.,3.44,212961015.7,n/a,2011,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acrx
Nasdaq,ACER,Acer Therapeutics Inc.,23.71,238356345.5,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acer
Nasdaq,ACET,Aceto Corporation,1.75,53839868.25,n/a,n/a,Health Care,Other Pharmaceuticals,https://www.nasdaq.com/symbol/acet
Nasdaq,AKAO,Achaogen: Inc.,1.7,78403729.7,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akao
Nasdaq,ACHV,Achieve Life Sciences: Inc. ,1.55,10417709.65,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/achv
Nasdaq,ACHN,Achillion Pharmaceuticals: Inc.,2.84,393669922.8,n/a,2006,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/achn
Nasdaq,ACIW,ACI Worldwide: Inc.,28.99,3362249909,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/aciw
Nasdaq,ACRS,Aclaris Therapeutics: Inc.,8.75,358191671.3,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acrs
Nasdaq,ACMR,ACM Research: Inc.,11,176041118,n/a,2017,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/acmr
Nasdaq,ACNB,ACNB Corporation,36.72,258463561,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/acnb
Nasdaq,ACOR,Acorda Therapeutics: Inc.,20.13,957349364.1,n/a,2006,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/acor
Nasdaq,ATVI,Activision Blizzard: Inc,52.56,40105945738,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/atvi
Nasdaq,ADMS,Adamas Pharmaceuticals: Inc.,9.95,271988553.4,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adms
Nasdaq,ADMP,Adamis Pharmaceuticals Corporation,2.77,130997061.7,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/admp
Nasdaq,ADAP,Adaptimmune Therapeutics plc,5.95,455438989.6,76544368,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/adap
Nasdaq,ADUS,Addus HomeCare Corporation,75.58,989973670.9,n/a,2009,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/adus
Nasdaq,AEY,ADDvantage Technologies Group: Inc.,1.3385,13794775.08,n/a,n/a,Consumer Services,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/aey
Nasdaq,IOTS,Adesto Technologies Corporation,5.14,150439997.5,n/a,2015,Technology,Semiconductors,https://www.nasdaq.com/symbol/iots
Nasdaq,ADIL,Adial Pharmaceuticals: Inc,2.8,18307027.2,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adil
Nasdaq,ADILW,Adial Pharmaceuticals: Inc,0.358,0,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adilw
Nasdaq,ADMA,ADMA Biologics Inc,5.41,250750870.7,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/adma
Nasdaq,ADBE,Adobe Inc.,249.09,1.21589E+11,n/a,1986,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/adbe
Nasdaq,ADOM,ADOMANI: Inc.,0.421,30620294.93,n/a,2017,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/adom
Nasdaq,ADTN,ADTRAN: Inc.,12.4,590863038,n/a,1994,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/adtn
Nasdaq,ADRO,Aduro Biotech: Inc.,2.5,198510210,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adro
Nasdaq,ADES,Advanced Emissions Solutions: Inc.,10.78,214690502.2,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/ades
Nasdaq,AEIS,Advanced Energy Industries: Inc.,46.65,1795514416,n/a,1995,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aeis
Nasdaq,AMD,Advanced Micro Devices: Inc.,21.43,21417296639,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/amd
Nasdaq,ADXS,Advaxis: Inc.,0.4302,29896813.1,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adxs
Nasdaq,ADVM,Adverum Biotechnologies: Inc.,3.63,228212215.8,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/advm
Nasdaq,DWMC,AdvisorShares Dorsey Wright Micro-Cap ETF,21,3150000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwmc
Nasdaq,DWSH,AdvisorShares Dorsey Wright Short ETF,26.64,10656000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwsh
Nasdaq,ACT,AdvisorShares Vice ETF,24.3499,13392445,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/act
Nasdaq,AEGN,Aegion Corp,18.97,612996390.3,n/a,n/a,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/aegn
Nasdaq,AGLE,Aeglea BioTherapeutics: Inc.,8.55,188057523.6,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agle
Nasdaq,AEHR,Aehr Test Systems,1.93,42933033.35,n/a,1997,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/aehr
Nasdaq,AMTX,Aemetis: Inc,0.7899,16070860.69,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/amtx
Nasdaq,AERI,Aerie Pharmaceuticals: Inc.,41.07,1866779968,n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/aeri
Nasdaq,AVAV,AeroVironment: Inc.,91.68,2193959517,n/a,2007,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/avav
Nasdaq,ARPO,Aerpio Pharmaceuticals: Inc.,2,81159714,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arpo
Nasdaq,AEZS,AEterna Zentaris Inc.,3.14,51623986.4,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aezs
Nasdaq,AEMD,Aethlon Medical: Inc.,1.26,22499244.18,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/aemd
Nasdaq,GNMX,Aevi Genomic Medicine: Inc.,1.1,71243570.2,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/gnmx
Nasdaq,AFMD,Affimed N.V.,4.52,282174198.4,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/afmd
Nasdaq,AGEN,Agenus Inc.,2.3,275960819.5,n/a,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/agen
Nasdaq,AGRX,Agile Therapeutics: Inc.,0.853,29323861.64,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agrx
Nasdaq,AGYS,Agilysys: Inc.,16.7,392922793.7,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/agys
Nasdaq,AGIO,Agios Pharmaceuticals: Inc.,63.69,3705399874,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/agio
Nasdaq,AGMH,AGM Group Holdings Inc.,38.36,817683869.8,n/a,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/agmh
Nasdaq,AGNC,AGNC Investment Corp.,17.73,9253802500,n/a,2008,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agnc
Nasdaq,AGNCB,AGNC Investment Corp.,25.5,8834477117,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agncb
Nasdaq,AGNCN,AGNC Investment Corp.,25.62,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/agncn
Nasdaq,AGFS,AgroFresh Solutions: Inc.,4.21,212349074.1,n/a,2014,Finance,Business Services,https://www.nasdaq.com/symbol/agfs
Nasdaq,AGFSW,AgroFresh Solutions: Inc.,0.17,0,n/a,2014,Finance,Business Services,https://www.nasdaq.com/symbol/agfsw
Nasdaq,ALRN,Aileron Therapeutics: Inc.,2.17,32004190.75,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alrn
Nasdaq,AIMT,Aimmune Therapeutics: Inc.,23.65,1388981244,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aimt
Nasdaq,AIRT,Air T: Inc.,30.3,61921292.1,n/a,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/airt
Nasdaq,ATSG,Air Transport Services Group: Inc,18.38,1085897513,n/a,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/atsg
Nasdaq,AIRG,Airgain: Inc.,12.72,126115123.9,n/a,2016,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/airg
Nasdaq,AMCN,AirMedia Group Inc,0.2859,12916318.44,45177749,2007,Technology,Advertising,https://www.nasdaq.com/symbol/amcn
Nasdaq,AKAM,Akamai Technologies: Inc.,68.11,11092805031,n/a,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/akam
Nasdaq,AKTX,Akari Therapeutics Plc,1.76,26766743.52,15208377,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aktx
Nasdaq,AKCA,Akcea Therapeutics: Inc.,32.99,2943068482,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akca
Nasdaq,AKBA,Akebia Therapeutics: Inc.,8.05,459325457.2,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akba
Nasdaq,AKER,Akers Biosciences Inc.,1.65,20582146.2,n/a,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/aker
Nasdaq,AKRX,Akorn: Inc.,6.93,869662144.9,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/akrx
Nasdaq,AKTS,Akoustis Technologies: Inc.,4.92,145752156.2,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/akts
Nasdaq,ALRM,Alarm.com Holdings: Inc.,49.84,2392476149,n/a,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/alrm
Nasdaq,ALSK,Alaska Communications Systems Group: Inc.,1.54,81905636.12,n/a,1999,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/alsk
Nasdaq,ALAC,Alberton Acquisition Corporation,9.73,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/alac
Nasdaq,ALACR,Alberton Acquisition Corporation,0.3,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/alacr
Nasdaq,ALACU,Alberton Acquisition Corporation,10,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/alacu
Nasdaq,ALACW,Alberton Acquisition Corporation,0.09,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/alacw
Nasdaq,ALBO,Albireo Pharma: Inc.,25.74,308105946.7,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/albo
Nasdaq,ABDC,Alcentra Capital Corp.,6.565,88822986.01,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/abdc
Nasdaq,ALDR,Alder BioPharmaceuticals: Inc.,13.09,894395364.2,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aldr
Nasdaq,ALDX,Aldeyra Therapeutics: Inc.,8.73,229113908.8,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aldx
Nasdaq,ALXN,Alexion Pharmaceuticals: Inc.,123.34,27516738591,n/a,1996,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alxn
Nasdaq,ALCO,Alico: Inc.,33.38,273714564.7,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/alco
Nasdaq,ALGN,Align Technology: Inc.,228.7,18292427935,n/a,2001,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/algn
Nasdaq,ALIM,Alimera Sciences: Inc.,0.99,69378089.22,n/a,2010,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alim
Nasdaq,ALYA,Alithya Group inc.,3.7,179094248.7,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/alya
Nasdaq,ALJJ,ALJ Regional Holdings: Inc.,1.8,68258008.8,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/aljj
Nasdaq,ALKS,Alkermes plc,35.75,5554934635,n/a,1991,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alks
Nasdaq,ALLK,Allakos Inc.,61.38,2584899561,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/allk
Nasdaq,ABTX,Allegiance Bancshares: Inc.,38.17,510240910.3,n/a,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/abtx
Nasdaq,ALGT,Allegiant Travel Company,126.08,2037429601,n/a,2006,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/algt
Nasdaq,ALGR,Allegro Merger Corp.,9.715,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/algr
Nasdaq,ALGRR,Allegro Merger Corp.,0.3,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/algrr
Nasdaq,ALGRU,Allegro Merger Corp.,10.32,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/algru
Nasdaq,ALGRW,Allegro Merger Corp.,0.31,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/algrw
Nasdaq,ALNA,Allena Pharmaceuticals: Inc.,9.43,195778578.1,n/a,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/alna
Nasdaq,AMMA,Alliance MMA: Inc.,0.244,3626565.656,n/a,2016,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/amma
Nasdaq,ARLP,Alliance Resource Partners: L.P.,19.71,2565844232,n/a,1999,Energy,Coal Mining,https://www.nasdaq.com/symbol/arlp
Nasdaq,AHPI,Allied Healthcare Products: Inc.,2.05,8227750.85,n/a,1992,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ahpi
Nasdaq,AMOT,Allied Motion Technologies: Inc.,47.51,450222908.8,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/amot
Nasdaq,ALQA,Alliqua BioMedical: Inc.,3.04,15215838.4,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/alqa
Nasdaq,ALLO,Allogene Therapeutics: Inc.,31.03,0,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/allo
Nasdaq,ALLT,Allot Communications Ltd.,6.7,225886011,n/a,2006,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/allt
Nasdaq,MDRX,Allscripts Healthcare Solutions: Inc.,10.15,1773349201,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/mdrx
Nasdaq,ALNY,Alnylam Pharmaceuticals: Inc.,80.61,8144057158,n/a,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alny
Nasdaq,AOSL,Alpha and Omega Semiconductor Limited,11.07,263332451.5,n/a,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/aosl
Nasdaq,GOOG,Alphabet Inc.,1088.3,7.56876E+11,n/a,2004,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/goog
Nasdaq,GOOGL,Alphabet Inc.,1094.58,7.61243E+11,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/googl
Nasdaq,SMCP,AlphaMark Actively Managed Small Cap ETF,22.9401,22940100,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/smcp
Nasdaq,ATEC,Alphatec Holdings: Inc.,2.7,116674036.2,n/a,2006,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atec
Nasdaq,ALPN,Alpine Immune Sciences: Inc.,4.825,66838138.8,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alpn
Nasdaq,AMR,Alta Mesa Resources: Inc.,1.68,645087376.1,n/a,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/amr
Nasdaq,AMRWW,Alta Mesa Resources: Inc.,0.0917,0,n/a,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/amrww
Nasdaq,AABA,Altaba Inc.,64.42,38819320063,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/aaba
Nasdaq,ALTR,Altair Engineering Inc.,31.32,2202685519,n/a,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/altr
Nasdaq,ALT,Altimmune: Inc.,3.4,29767884,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alt
Nasdaq,ASPS,Altisource Portfolio Solutions S.A.,23.69,402512952.2,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/asps
Nasdaq,AIMC,Altra Industrial Motion Corp.,31.42,2024726668,n/a,2006,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aimc
Nasdaq,ALTM,Altus Midstream Company,7.64,84104412.84,n/a,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/altm
Nasdaq,ALTMW,Altus Midstream Company,0.7,0,n/a,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/altmw
Nasdaq,ALZH,Alzheon: Inc.,n/a,0,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/alzh
Nasdaq,AMAG,AMAG Pharmaceuticals: Inc.,17.88,617497582.9,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amag
Nasdaq,AMAL,Amalgamated Bank,20.83,661802115.6,n/a,2018,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/amal
Nasdaq,AMRN,Amarin Corporation plc,17.29,5041114899,291562458,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/amrn
Nasdaq,AMRK,A-Mark Precious Metals: Inc.,11.98,84236771,n/a,n/a,Basic Industries,Other Specialty Stores,https://www.nasdaq.com/symbol/amrk
Nasdaq,AMZN,Amazon.com: Inc.,1673.57,8.18323E+11,n/a,1997,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/amzn
Nasdaq,AMBC,Ambac Financial Group: Inc.,17.67,801092032.3,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ambc
Nasdaq,AMBCW,Ambac Financial Group: Inc.,8.62,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ambcw
Nasdaq,AMBA,Ambarella: Inc.,33.75,1081910284,n/a,2012,Technology,Semiconductors,https://www.nasdaq.com/symbol/amba
Nasdaq,AMCX,AMC Networks Inc.,60.14,3399690024,n/a,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/amcx
Nasdaq,AMCIU,AMCI Acquisition Corp.,10,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/amciu
Nasdaq,DOX,Amdocs Limited,64.76,9159913440,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/dox
Nasdaq,AMED,Amedisys Inc,135.82,4331109516,n/a,n/a,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/amed
Nasdaq,UHAL,Amerco,348.67,6836647442,n/a,n/a,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/uhal
Nasdaq,AMRH,Ameri Holdings: Inc.,0.2475,5661178.133,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/amrh
Nasdaq,AMRHW,Ameri Holdings: Inc.,0.0301,0,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/amrhw
Nasdaq,ATAX,America First Multifamily Investors: L.P.,5.63,340729069.4,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/atax
Nasdaq,AMOV,America Movil: S.A.B. de C.V.,13.6,44907629338,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/amov
Nasdaq,AAL,American Airlines Group: Inc.,38.42,17695539808,n/a,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/aal
Nasdaq,AETI,American Electric Technologies: Inc.,0.429,3847888.473,n/a,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aeti
Nasdaq,AFIN,American Finance Trust: Inc.,13.39,1420992888,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/afin
Nasdaq,AMNB,American National Bankshares: Inc.,36.02,313893804.6,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/amnb
Nasdaq,ANAT,American National Insurance Company,127.89,3438380073,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/anat
Nasdaq,AOBC,American Outdoor Brands Corporation,12.2,663546361.2,n/a,n/a,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/aobc
Nasdaq,APEI,American Public Education: Inc.,31.52,517690500.3,n/a,2007,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apei
Nasdaq,ARII,American Railcar Industries: Inc.,70.13,1338352364,n/a,2006,Capital Goods,Railroads,https://www.nasdaq.com/symbol/arii
Nasdaq,AMRB,American River Bankshares,14.85,87092309.7,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/amrb
Nasdaq,AMSWA,American Software: Inc.,10.95,338424324.5,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/amswa
Nasdaq,AMSC,American Superconductor Corporation,9.57,204453987.2,n/a,1991,Consumer Durables,Metal Fabrications,https://www.nasdaq.com/symbol/amsc
Nasdaq,AMWD,American Woodmark Corporation,66.85,1176176147,n/a,1986,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/amwd
Nasdaq,CRMT,America&#39;s Car-Mart: Inc.,75.29,513685826.3,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/crmt
Nasdaq,ABCB,Ameris Bancorp,42.67,2027621308,n/a,1994,Finance,Major Banks,https://www.nasdaq.com/symbol/abcb
Nasdaq,AMSF,AMERISAFE: Inc.,63.02,1214394140,n/a,2005,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/amsf
Nasdaq,ASRV,AmeriServ Financial Inc.,4.29,77327644.68,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/asrv
